data,score,rating,bug_report,feature_request,user_experience
top,5,1,0,0,0
Je suis satisfait par l'application puisque elle m'aide beaucoup,5,1,0,0,0
Bonne appli. Je l'utilise tous les jours depuis plusieurs années.,5,1,0,0,0
magnifique cette application,5,1,0,0,0
"Depuis la mise en protection du compte j'arrive plus à y accéder, j'obtiens le code; je le renvois et ça ne marche pas 🙄😏☹😒.. c'est devenu nul, je dois chercher à installer une application pour compter mes pas..🙄🙄🙄🙄",1,1,1,0,0
"Depuis la mise à jour je ne peux pas avoir le détail ""combien il me faut de kcal"" et ""Combien je dois faire d'exercice "" Pour atteindre mon objectif journalier.",1,0,0,1,0
J' adore !! Grace a l application je deviens de plus en plus motive a faire du sport,5,1,0,0,1
top,5,1,0,0,0
"Depuis la dernière mise à jour. L'application bug, me demande une validation en 2 étapes pour une meilleure sécurité de mes infos. Et quand je veux le faire , ça bug et me demande de me reconnecter à mon compte Samsung ! Mais je n'ai pas de compte Samsung approprement parlé puisque j'ai un Xiaomi . Comment faire je ne peux plus me mettre sur mon Samsung health ???",1,0,1,0,0
"Depuis la dernière mise à jour, les pas et km sont mal comptés (au moins 2 fois moins que la réalité...)",1,0,1,0,0
quand je calcule moi-même les pas quotidiens j'obtiens plus vite les 200000 pas car sur les défis j'ai l'impression que le calcul n'est pas bon,4,0,1,0,0
La gestion du poids qui est la partie la plus importante de cette appli a disparu !!! Cette appli ne me sert plus à rien. Je dois donc en trouver une autre c'est bien dommage ! Samsung n'a pas cherché à connaitre l'avis des utilisateurs.,1,1,0,1,0
"Je trouve cette application tout simplement géniale, le nombre de km parcourus est jute (j'ai parcouru les mêmes distances avec ma voiture!) Ce que je trouve dommage, c'est que, pour les défits, les 10 premiers participants sont des tricheurs car leurs nombres de pas sont totalement irréels, ou je n'ai pas compris votre mode de classement! Je trouve regrettable de ne pas être simplement soi-même et honnête! Sinon, ce serai bien d'avoir le nom du pays du participant. Merci aux concepteurs",5,1,1,1,1
Serait parfait si il n'y avait pas tant de tricheurs aux défis mensuels. Cette partie de l'application ne rime plus à rien.,4,0,0,1,0
"Note provisoire. Je viens de recevoir ma nouvelle montre et tout ce passe bien pour la configuration sauf avec cette application, je n'arrive pas à me connecter, ça charge dans le vide...",1,0,1,0,0
Très bonne application,5,1,0,0,0
QUI a remplacé la voix féminine avec cette voix masculine non agréable ? Remettez moi ma voix féminine...,4,0,0,1,0
Depuis la mise à jour demande accès aux appels téléphoniques. Hors de question. Aux prochain changement de montre plus de Samsung,1,1,0,1,0
Parfait C'est ok maintenant,5,1,0,0,0
Très très bien.,5,1,0,0,0
le podomètre ne fonctionne pas. il affiche toujours 0 pas ?!,1,0,1,0,0
Cool cette appli je me suis rendu compte que mon corps ne bouge pas du tout et que je dois faire des efforts,4,1,0,0,1
Top !!!!,5,1,0,0,0
bien,4,1,0,0,0
encourageant,5,1,0,0,0
Top,5,1,0,0,0
"A greater variety of health content is available.(US, CA and IN only) - The following wearable device is now also supported: Gear S3, Gear Fit2 and Gear Sports - Use weekly report offered based on your activities",5,0,0,0,1
Connexion impossible depuis quelques jours,1,0,1,0,0
Magnifique application,5,1,0,0,0
Je n' arrive pas à ouvrir mon compte sur mon nouveau téléphone Crosscall...,4,0,1,0,0
Super appli,5,1,0,0,0
"Une très bonne application, mais c'est nul d'avoir accès à quelques histoires et pas le reste.",2,1,0,1,0
Parfait,5,1,0,0,0
Impossible de me connecter à l'application alors que tout est autorisé dans les paramètres du téléphone sa me saoule de pas trouver l'origine du problème.,1,0,1,0,0
Dommage ne fonctionne plus sur mon note 8 l'enregistrement d'activités automatique bug depuis un mois dernière mise à jour ???,3,0,1,0,0
Bien,3,1,0,0,0
"Pouvez-vous me dire pourquoi vous avez supprimé la gestion du poids, pour ma part cela m'aidait efficacement pour perdre du poids, et je vois dans les commentaires que je ne suis pas la seule personne que cela contrarie !!! Peut on espérer le retour à cette information ???",1,0,0,1,1
Super utile,5,1,0,0,0
"Avant avec cette application j'avais l'itinéraire parcouru ... plus maintenant, POURQUOI ???",1,0,0,1,0
Très bien,4,1,0,0,0
Elle nous permette de contrôler notre santé,5,0,0,0,1
sympa et motivant pour se maintenir en forme,5,1,0,0,0
"Des petits rappels dans la journée, des récap hebdomadaires, un vrai suivi 
on a l'impression d'avoir un coach derrière nous !",5,0,0,0,1
"Très bonne application tu peut te permet des défi pour améliorer et progresser ,et propose des programmes selon tes disponibilités merci pour ses bon conseil courage à tous",5,1,0,0,1
Je recommande,5,1,0,0,0
C'est bien pour savoir où l'on en es question forme.,4,0,0,0,1
"Depuis la dernière mise à jour, impossible d'y accéder, j'abandonne",1,1,1,0,0
Je n'arrive plus à me connecter Et vous avez retirée la gestion du poids qui était très utile ainsi que le café.,2,0,1,1,0
"Je ne VEUX pas de cette application et IMPOSSIBLE de la supprimer de mon Smartphone (SM-G900FD) Après avoir parcouru un bon nombre de forum, la seule solution est de rooter son téléphone et d'installer une ROM custom. C'est déplorable et cela concerne quasiment toutes les applications de Google Play qui sont installées par défaut sur mon smartphone Quand est-ce que Google nous laissera libre d’utiliser ce que l'on souhaite sur nos appareils ?? J'ai payé mon matériel, il est à moi et à personne d'autre !! De plus, c'est complètement débile, cette appli fait doublon avec l'appli de Google !!!  Ah, si, il y a une raison:  Participer à SATURER la mémoire se l'appareil afin d'obliger l'utilisateur à en acheter un plus récent. Cela s'appelle de l’obsolescence PROGRAMMÉE (exactement comme Apple avec ses Iphones) !!",1,1,0,1,0
great,4,1,0,0,0
Bonne application,5,1,0,0,0
"Dans mon profil j'ai essayé de rentrer ma date de naissance qui est en mars 
2000 mais l'application me dit qu'il est impossible de rentrer en âge 
inférieur pour 18 ans sauf que j'ai 18 ans passé",2,0,0,1,0
Très bien,5,1,0,0,0
Connexion impossible,1,0,1,0,0
Top,5,1,0,0,0
J'aime beaucoup cette application ça donne un peu de punch à ma vie...je me force à marcher..😁😁,5,1,0,0,1
Je vois que beaucoup de plaignent depuis la mise à jour alors moi aussi jai une remarque je l'utilise depuis des années et la suppression du cumul de dénivelé le plus important pour moi du coup je pense la supprimer Vraiment déçu,2,1,0,1,0
"Excellent, j'aime.",5,1,0,0,0
Dernière mise à jour : complètement déconnante,1,0,1,0,0
Il manque une moyenne annuelle !!!,4,0,0,1,0
Il est vrsiment parfait,4,1,0,0,0
j adores,4,1,0,0,0
Ne fonctionne plus sur Samsung S20 FE depuis la mise à jour Android...,1,0,1,0,0
"Cette application est juste géniale,car elle nous motive vraiment et nous permets de nous fairent réellement du bien. Alors merci Samsung❤️😊🐰",5,1,0,0,1
Plus que satisfaisant,5,1,0,0,0
Ne fonctionne pas depuis la dernière mise à jour.,1,0,1,0,0
motive à bosser,5,0,0,0,1
C'est mon quotidien,5,1,0,0,0
Manque de précision par rapport à ma montre,3,0,0,1,0
"Depuis la mise à jour pas moyen d'avoir les phases de sommeil, elles restent à zéro pourtant sur la montre ça s affiche bien.",2,0,1,0,0
Plutôt efficace et ludique à quelques bugs près,4,1,0,0,0
toooop,5,1,0,0,0
"Déçu suite à la mise jour, plus l'onglet gestion du poids qui m'était dès plus utile et qui en faisait tout l'intérêt de l'application. A la recherche d'une nouvelle appli",1,1,0,1,0
je marche minimum 1000 pas minimum journalier...,5,0,0,0,1
bonne application,5,1,0,0,0
très bien pour un suivi des entraînements (En mode marche),4,0,0,0,1
C'est plutôt compliqué à essayé de faire fonctionner le suivi du sommeil. À en devenir insomniaque !! LOL fait ieche quand on voit le prix de la montre connectée,1,1,0,0,1
Cool,5,1,0,0,0
Très sympa promet de suivre ms progrès jour après jour,5,0,0,0,1
Cava comme application,4,1,0,0,0
Excellente application,5,1,0,0,0
"excellente application, en choisir une autre serait un crime de lèse majesté ! !!",5,1,0,0,0
Très bien 😉,5,1,0,0,0
Cool,5,1,0,0,0
application très sympa,5,1,0,0,0
ne marche pas sur A7 2018 android 9,5,0,1,0,0
Depuis quelques semaines le compteur de pas se bloque+++++++ ou ne compte plus les pas.,3,0,1,0,0
très bien mais pas tjrs très précis,4,1,0,0,0
Great app,5,1,0,0,0
applicatin tellement utile,5,1,0,0,0
Cette application fonctionnait très bien jusqu'au 6 août et depuis zéro ! Déconnexion systematique de toutes les activités sportives entre 1 seconde et quelques minutes. Montre galaxy watch 2 achetée spécifiquement pour le sport inutilisable pour toutes activités.,1,0,1,0,0
Pénible obligé d avoir un compte....,1,0,0,1,0
Très bonne application. Le seul truc c'est que le widget à disparu,4,1,0,1,0
It was really good until they removed oxymeter from it.,2,0,0,1,0
il mais impossible de prendre mon rythmes cardiaque,1,0,1,0,0
trés bien,5,1,0,0,0
Depuis 3 jours les pas reste a zéro ils ne sont plus comptabilisés.. très déçu 😞 merci de faire une nouvelle mise a jour,4,1,1,0,0
impossible a supprimer,1,0,1,0,0
Depuis la dernière grosse mise à jour les pas ne sont plus comptabilisés sur les pas réels. Pourtant le téléphone est mis ds la poche arrière du pantalon. Peut-être y a t-il un new paramétrage a faire mais je n'ai pas trouvé !,2,0,1,0,1
Déçu de la nouvelle version.. Avant la dernière MAJ je pouvais rentrer mes heures de sommeil rapidement grâce à une petite notification silencieuse bien pratique ! Maintenant plus rien il faut que j'ouvre l'application et que je les rentres manuellement donc oublie récurrent.. déçu,1,1,0,1,0
"Très intéressant mais manque le bouton pause pour faire plusieurs 
entraînements à la fois, et manque de variété de produit québécois pour la 
nourriture, un bouton ""assaisonnement"" rapide d'ajout serait aussi pas mal!",4,1,0,1,0
Ok,5,1,0,0,0
Juste POUR voir SI je maintien le cap,5,0,0,0,1
👍,5,1,0,0,0
Excellente rien a dire de plus,5,1,0,0,0
"Très satisfait jusqu'à ce que mes entraînements ne s'interrompent tout seuls toutes les 2 min. Je me dis bien naïvement (ayant la synchronisation automatique activée) pas de problème, je supprime et réinstalle, tout est stocké dans samsung cloud ! Je suis tombé de haut quand j'ai vu que toutes mes données depuis avril 2018 ont disparu. Je vais de ce pas chercher une meilleure application",1,1,1,0,0
Cette application m accompagne tous les jours car je me rends sur mon lieu de travail en vélo.,5,0,0,0,1
Extraordinaire application,4,1,0,0,0
10/10.,5,1,0,0,0
Très intéressant pour la vie,5,0,0,0,1
Géniale,5,1,0,0,0
"Comment activer ""fréquence cardiaque""",1,0,0,1,0
"Ne fonctionne pas comme pour de nombreux utilisateurs Samsung ! Du coup, passage à Google Fit :-p",1,1,1,0,0
Idem que de nombreux autres utilisateurs. Inutilisable car demande désormais obligatoire ment la connexion à un compte Samsung pour être utilisée. Et même avec un compte Samsung je ne parviens pas à entrer dans l'application (cercle bleu et vert tourne sans fin),1,0,1,0,0
super je le conseille.,5,1,0,0,0
Super pour connaître le nombre de pas journalier,5,1,0,0,1
Très bien sauf le récapitulatif hebdomadaire je préfère le compte en kilomètre par semaine,5,1,0,1,0
"Le suivi du sommeil ne fonctionne plus tout court depuis plusieurs jours, indique que l'on dort dès qu'on est en position allongée même si on fait autre chose ( téléphone, lecture....) Faites quelque chose !! 😤",1,0,1,0,0
"Moins performante depuis la dernière mise à jour, la fonction sommeil n'est plus automatique par rapport à nos habitudes, je trouve ça vraiment dommage, pour le reste, je reste satisfaite",3,1,0,1,0
bien,5,1,0,0,0
Bonne appli,5,1,0,0,0
Trop bien,5,1,0,0,0
"Ne fonctionne plus depuis la mise a jour. Message d'erreur: "" Une erreur inconnue est survenue (0x0B)""",1,0,1,0,0
Ras,5,1,0,0,0
C l'application la plus précise que g essayé,5,1,0,0,0
Impossible de prendre en compte les etages,2,0,1,0,0
Bonne appli,5,1,0,0,0
très efficace cette application,5,1,0,0,0
"L'application bug et comptabilise beaucoup trop de pas inexistant, je passe de 6 à 8000 pas en moyenne à 25 000.",1,0,1,0,0
"Bonjour, Bonne appli, simple et bien élaborée. Il manque juste la marche Nordique et le parapente dans les sports. 😉",4,1,0,1,0
Supee,5,1,0,0,0
Super,5,1,0,0,0
Tres bonne application pour savoir le nombre de pas fait dans la journée sans chercher à faire un score.,5,1,0,0,1
bien,4,1,0,0,0
"Cette application me motive à garder la forme et des habitudes de vie saines. Je fais mes 10000pas par jours et je surveille mes apports caloriques, ce qui m'a permis de perdre déjà 3kilos depuis le début de l'année. Je viens même de terminer le défi Igloo ! De plus, en application partenaire j'ai installé Sleep by Android, qui m'aide à me coucher à heure régulière et me lève comme une fleur le matin grâce au réveil intelligent. En bref, une application qui m'a changée la vie; et en mieux !",5,0,0,0,1
"Depuis 5 jours impossible de visiter le récapitulatif de la semaine ,l 'application s' arrête",4,0,1,0,0
Superbe application très complète.,5,1,0,0,0
inutile 👎👎,1,1,0,0,0
Apres la dernière mise à jour l'appli a demandé des accès aux fonctionnalités du téléphone de façon incompréhensible et inquiétante ce qui a fait que j ai refusė c'a bloqué l accès à l'application en boucle. Alors que mon souhait etait de continuer à utiliser l'appli! et pour sortir de la boucle j ai du sélectionner ne plus demander maintenant juste le choix entre désactiver et forcer l arrêt et dans les 2 cas impossible de retrouver l appli même de la réinstaller Juste insupportable !!!,3,1,1,0,0
